itm_no_item|INVALID ITEM
itm_7halberd|Hallebarde
itm_7halberd_pl|Hallebardes
itm_6halberd|Hallebarde
itm_6halberd_pl|Hallebardes
itm_5halberd|Hallebarde
itm_5halberd_pl|Hallebardes
itm_bill|Guisarme
itm_bill_pl|Guisarmes
itm_polehammer_orig|Polehammer
itm_polehammer_orig_pl|Polehammer
itm_1polehammer|Polehammer
itm_1polehammer_pl|Polehammers
itm_3polehammer|Polehammer
itm_3polehammer_pl|Polehammers
itm_mallet|Maillet
itm_mallet_pl|Maillets
itm_pop_bill|Guisarme
itm_pop_bill_pl|Guisarmes
itm_pop_halberd|Hallebarde
itm_pop_halberd_pl|Hallebardes
itm_lui_vaegirhallberd|Hallebarde
itm_lui_vaegirhallberd_pl|Hallebardes
itm_jam_poleaxe|Merlin
itm_jam_poleaxe_pl|Merlins
itm_banner_jhoan|Banniere de Jeanne d'arc
itm_banner_jhoan_pl|Banniere de Jeanne d'arc
itm_knighthammerbastard|Marteau de guerre
itm_knighthammerbastard_pl|Marteaux de guerre
itm_manhuntermaul|Marteau de guerre
itm_manhuntermaul_pl|Marteaux de guerre
itm_empirewarhammer|Long Marteau de guerre
itm_empirewarhammer_pl|Longs Marteaux de guerre
itm_empirehammer|Marteau de guerre
itm_empirehammer_pl|Marteaux de guerre
itm_inquisitionhammer|Long Marteau de guerre
itm_inquisitionhammer_pl|Longs Marteaux de guerre
itm_knighthammer|Marteau de guerre
itm_knighthammer_pl|Marteaux de guerre
itm_knighthammerempire|Polehammer
itm_knighthammerempire_pl|Polehammer
itm_manhuntermace|Marteau de guerre
itm_manhuntermace_pl|Marteaux de guerre
itm_lui_battleaxetwoh|Hache de combat
itm_lui_battleaxetwoh_pl|Haches de combat
itm_lui_battleaxeb|Hache de combat
itm_lui_battleaxeb_pl|Haches de combat
itm_lui_battleaxenew|Hache de combat
itm_lui_battleaxenew_pl|Haches de combat
itm_lui_battleaxenewb|Hache de combat
itm_lui_battleaxenewb_pl|Haches de combat
itm_lui_battleaxea|Hache de combat
itm_lui_battleaxea_pl|Haches de combat
itm_lui_knightbattleaxenew|Hache de combat
itm_lui_knightbattleaxenew_pl|Hache de combat
itm_lui_knightaxeonehb|Hache de combat de Chevalier
itm_lui_knightaxeonehb_pl|Haches de combat de Chevaliers
itm_lui_knightaxeonehc|Hache de combat de Chevalier
itm_lui_knightaxeonehc_pl|Haches de combat de Chevalier
itm_lui_knightaxeoneh|Hache de combat de Chevalier
itm_lui_knightaxeoneh_pl|Haches de combat de Chevalier
itm_lui_knightaxeonehd|Hache de combat de Chevalier
itm_lui_knightaxeonehd_pl|Haches de combat de Chevalier
itm_lui_knightaxeonehe|Hache de combat de Chevalier
itm_lui_knightaxeonehe_pl|Haches de combat de Chevalier
itm_lui_knightaxetwoha_a|Knight's Battle Axe
itm_lui_knightaxetwoha_a_pl|Knight's Battle Axe
itm_lui_knightaxetwoha|Hache de combat
itm_lui_knightaxetwoha_pl|Haches de combat
itm_lui_knightaxetwohb|Hache de combat
itm_lui_knightaxetwohb_pl|Haches de combat
itm_lui_smallhallberdb|Hallebarde courte
itm_lui_smallhallberdb_pl|Hallebarde courte
itm_lui_smallhallberda|Hallebarde courte
itm_lui_smallhallberda_pl|Hallebarde courte
itm_jam_scorpion|Hallebarde courte
itm_jam_scorpion_pl|Hallebarde courte
itm_wooden_stick|Bâton en bois 
itm_wooden_stick_pl|Bâtons en bois 
itm_cudgel|Massue 
itm_cudgel_pl|Massues
itm_hammer|Marteau
itm_hammer_pl|Marteaux
itm_club|Gourdin
itm_club_pl|Gourdins
itm_winged_mace|Masse d'armes à ailettes 
itm_winged_mace_pl|Masses d'armes à ailettes 
itm_spiked_mace_new|Spiked Mace
itm_spiked_mace_new_pl|Spiked Mace
itm_military_hammer_orig|Military Hammer
itm_military_hammer_orig_pl|Military Hammer
itm_maul|Maillet
itm_maul_pl|Maillets
itm_sledgehammer|Masse
itm_sledgehammer_pl|Masses
itm_warhammer|Grand marteau
itm_warhammer_pl|Grands marteaux
itm_pickaxe|Pioche
itm_pickaxe_pl|Pioches
itm_spiked_club|Gourdin à pointes
itm_spiked_club_pl|Gourdins à pointes
itm_fighting_pick|Pique de combat
itm_fighting_pick_pl|Piques de combat
itm_military_pick|Pique de guerre 
itm_military_pick_pl|Piques de guerre 
itm_morningstar|Fléau d'armes
itm_morningstar_pl|Fléaux d'armes
itm_sickle|Faucille 
itm_sickle_pl|Faucilles
itm_cleaver|Couperet 
itm_cleaver_pl|Couperets
itm_knife|Couteau 
itm_knife_pl|Couteaux
itm_butchering_knife|Couteau de boucher
itm_butchering_knife_pl|Couteaux de boucher
itm_dagger|Dague
itm_dagger_pl|Dagues
itm_falchion|Fauchon
itm_falchion_pl|Fauchons
itm_scimitar|Cimeterre 
itm_scimitar_pl|Cimeterres
itm_scimitar_b|Cimeterre d'élite
itm_scimitar_b_pl|Cimeterres d'élite
itm_arabian_sword_a|Épée Arabe
itm_arabian_sword_a_pl|Épées Arabes
itm_arabian_sword_b|Épée d'armes Arabe
itm_arabian_sword_b_pl|Épées d'armes Arabes
itm_sarranid_cavalry_sword|Épée de cavalerie Arabe
itm_sarranid_cavalry_sword_pl|Épées de cavalerie Arabes
itm_arabian_sword_d|Épée de garde Arabe
itm_arabian_sword_d_pl|Épées de gardes Arabes
itm_great_sword|Estramaçon
itm_great_sword_pl|Estramaçons
itm_sword_of_war|Épée de guerre 
itm_sword_of_war_pl|Épées de guerre 
itm_hatchet|Hachette 
itm_hatchet_pl|Hachettes
itm_hand_axe|Hache courte 
itm_hand_axe_pl|Haches courtes
itm_fighting_axe|Hache de combat
itm_fighting_axe_pl|Haches de combat 
itm_axe|Hache
itm_axe_pl|Haches
itm_voulge_0|Voulge
itm_voulge_0_pl|Voulge
itm_battle_axe|Hache de bataille
itm_battle_axe_pl|Haches de bataille
itm_war_axe|Hache de guerre 
itm_war_axe_pl|Haches de guerre 
itm_sword_two_handed_b|Épée à deux mains
itm_sword_two_handed_b_pl|Épées à deux mains
itm_sword_two_handed_a|Estramaçon
itm_sword_two_handed_a_pl|Estramaçons
itm_darkknightsword|Flamberge a pointes
itm_darkknightsword_pl|Flamberge a pointes
itm_estoc|Claymore de Chevalier
itm_estoc_pl|Claymore de Chevalier
itm_realclaymore|Claymore lourde
itm_realclaymore_pl|Claymore lourde
itm_realespadon|Espadon lourd
itm_realespadon_pl|Espadon lourd
itm_realespadona|Espadon de Chevalier
itm_realespadona_pl|Espadon de Chevalier
itm_realflambergeb|Flamberge lourde
itm_realflambergeb_pl|Flamberge lourde
itm_khergit_sword_two_handed_a|Sabre à deux mains
itm_khergit_sword_two_handed_a_pl|Sabres à deux mains
itm_khergit_sword_two_handed_b|Sabre à deux mains
itm_khergit_sword_two_handed_b_pl|Sabres à deux mains
itm_two_handed_cleaver|Couperet de guerre
itm_two_handed_cleaver_pl|Couperets de guerre
itm_military_cleaver_b|Couperet de soldat
itm_military_cleaver_b_pl|Couperets de soldats
itm_military_cleaver_c|Couperet militaire
itm_military_cleaver_c_pl|Couperets militaires
itm_military_sickle_a|Faucille militaire
itm_military_sickle_a_pl|Faucilles militaires
itm_bastard_sword_a|Épée bâtarde 
itm_bastard_sword_a_pl|Épées bâtardes
itm_bastard_sword_b|Lourde épée bâtarde 
itm_bastard_sword_b_pl|Lourdes épées bâtardes
itm_bastard_sword_c|épée batarde de guerre
itm_bastard_sword_c_pl|épée batarde de guerre
itm_one_handed_war_axe_a|Hache à une main
itm_one_handed_war_axe_a_pl|Haches à une main
itm_one_handed_battle_axe_a|Hache de bataille à une main
itm_one_handed_battle_axe_a_pl|Haches de bataille à une main
itm_one_handed_war_axe_b|Hache de guerre à une main 
itm_one_handed_war_axe_b_pl|Haches de guerre à une main 
itm_one_handed_battle_axe_b|Hache de bataille à une main
itm_one_handed_battle_axe_b_pl|Haches de bataille à une main
itm_one_handed_battle_axe_c|Hache de bataille à une main
itm_one_handed_battle_axe_c_pl|Haches de bataille à une main
itm_two_handed_axe|Hache à deux mains 
itm_two_handed_axe_pl|Haches à deux mains 
itm_two_handed_battle_axe_2|Hache de guerre à deux mains 
itm_two_handed_battle_axe_2_pl|Haches de guerre à deux mains 
itm_shortened_voulge|Fauchard court
itm_shortened_voulge_pl|Fauchards courts
itm_great_axe|Grande hache 
itm_great_axe_pl|Grandes haches
itm_long_axe|Hache longue
itm_long_axe_pl|Haches longues
itm_long_axe_alt|Hache longue
itm_long_axe_alt_pl|Haches longues
itm_long_axe_b|Hache longue de guerre
itm_long_axe_b_pl|Haches longues de guerre
itm_long_axe_b_alt|Hache longue de guerre
itm_long_axe_b_alt_pl|Haches longues de guerre
itm_long_axe_c|Grande hache longue
itm_long_axe_c_pl|Grandes haches longues
itm_long_axe_c_alt|Grande hache longue
itm_long_axe_c_alt_pl|Grandes haches longues
itm_bardiche|Bardiche
itm_bardiche_pl|Bardiches
itm_great_bardiche|Grande bardiche
itm_great_bardiche_pl|Grandes bardiches
itm_voulge|Fauchard
itm_voulge_pl|Fauchards
itm_long_bardiche|Bardiche longue
itm_long_bardiche_pl|Bardiches longues
itm_great_long_bardiche|Grande bardiche longue
itm_great_long_bardiche_pl|Grandes bardiches longues
itm_hafted_blade_b|Lame à long manche
itm_hafted_blade_b_pl|Lames à long manche
itm_hafted_blade_a|Lame à long manche
itm_hafted_blade_a_pl|Lames à long manche
itm_shortened_military_scythe|Faux à manche court  
itm_shortened_military_scythe_pl|Faux à manche court  
itm_sword_medieval_a|Épée
itm_sword_medieval_a_pl|Épées
itm_sword_medieval_b|Épée
itm_sword_medieval_b_pl|Épées
itm_sword_medieval_b_small|Épée courte 
itm_sword_medieval_b_small_pl|Épées courtes
itm_sword_medieval_c|Épée d'armes 
itm_sword_medieval_c_pl|Épées d'armes
itm_sword_medieval_c_small|Épée d'armes courte
itm_sword_medieval_c_small_pl|Épées d'armes courtes
itm_sword_medieval_c_long|Épée d'armes
itm_sword_medieval_c_long_pl|Épées d'armes
itm_sword_medieval_d_long|Épée d'armes longue
itm_sword_medieval_d_long_pl|Épées d'armes longues
itm_sword_viking_1|Épée nordique
itm_sword_viking_1_pl|Épées nordiques
itm_sword_viking_2|Épée nordique
itm_sword_viking_2_pl|Épées nordiques
itm_sword_viking_2_small|Épée nordique courte 
itm_sword_viking_2_small_pl|Épées nordiques courtes
itm_sword_viking_3|Épée de guerre nordique
itm_sword_viking_3_pl|Épées de guerre nordiques
itm_sword_viking_3_small|Courte épée de guerre nordique
itm_sword_viking_3_small_pl|Courtes épées de guerre nordiques
itm_sword_khergit_1|Sabre de barbare
itm_sword_khergit_1_pl|Sabres de barbare
itm_sword_khergit_2|Sabre
itm_sword_khergit_2_pl|Sabres
itm_sword_khergit_3|Sabre
itm_sword_khergit_3_pl|Sabres
itm_sword_khergit_4|Sabre lourd
itm_sword_khergit_4_pl|Sabres lourds
itm_mace_1|Gourdin à pointes
itm_mace_1_pl|Gourdins à pointes
itm_mace_2|Masse d'armes à tête sphérique
itm_mace_2_pl|Masses d'armes à tête sphérique
itm_mace_3|Masse d'armes à pointes 
itm_mace_3_pl|Masses d'armes à pointes 
itm_mace_4|Masse d'armes à ailettes 
itm_mace_4_pl|Masses d'armes à ailettes
itm_club_with_spike_head|Bâton à pointe
itm_club_with_spike_head_pl|Bâtons à pointe
itm_long_spiked_club|Long gourdin à pointes
itm_long_spiked_club_pl|Longs gourdins à pointes
itm_long_hafted_knobbed_mace|Masse d'armes à tête sphérique et à long manche
itm_long_hafted_knobbed_mace_pl|Masses d'armes à tête sphérique et à long manche
itm_long_hafted_spiked_mace|Masse d'armes à tête sphérique et à long manche
itm_long_hafted_spiked_mace_pl|Masses d'armes à tête sphérique et à long manche
itm_sarranid_two_handed_mace_1|Masse en fer
itm_sarranid_two_handed_mace_1_pl|Masses en fer
itm_sarranid_mace_1|Masse en fer
itm_sarranid_mace_1_pl|Masses en fer
itm_sarranid_axe_a|Hache de combat en fer
itm_sarranid_axe_a_pl|Haches de combat en fer
itm_sarranid_axe_b|Hache de guerre en fer
itm_sarranid_axe_b_pl|Haches de guerre en fer
itm_sarranid_two_handed_axe_a|Hache de combat Arabe
itm_sarranid_two_handed_axe_a_pl|Haches de combat Arabes
itm_sarranid_two_handed_axe_b|Hache de guerre Arabe
itm_sarranid_two_handed_axe_b_pl|Haches de guerre Arabes
itm_scythe|Faux
itm_scythe_pl|Faux
itm_pitch_fork|Fourche à foin
itm_pitch_fork_pl|Fourches à foin
itm_military_fork|Fourche 
itm_military_fork_pl|Fourches
itm_battle_fork|Fourche de bataille
itm_battle_fork_pl|Fourches de bataille
itm_boar_spear|Épieu de chasse 
itm_boar_spear_pl|Épieux de chasse 
itm_jousting_lance|Lance de joute 
itm_jousting_lance_pl|Lances de joute 
itm_double_sided_lance|Lance à double tranchant
itm_double_sided_lance_pl|Lances à double tranchant 
itm_glaive|Glaive 
itm_glaive_pl|Glaives
itm_poleaxe|Hache d'armes
itm_poleaxe_pl|Haches d'armes
itm_polehammer|Marteau d'armes
itm_polehammer_pl|Marteaux d'armes
itm_staff|Bâton
itm_staff_pl|Bâtons
itm_quarter_staff|Bâton de combat
itm_quarter_staff_pl|Bâtons de combat
itm_iron_staff|Bâton en acier 
itm_iron_staff_pl|Bâtons en acier 
itm_shortened_spear|Épieu court
itm_shortened_spear_pl|Épieux courts
itm_spear|Épieu
itm_spear_pl|Épieux
itm_bamboo_spear|Épieu en bambou
itm_bamboo_spear_pl|Épieux en bambou
itm_war_spear|Épieu de guerre 
itm_war_spear_pl|Épieux de guerre 
itm_military_scythe|Faux de guerre 
itm_military_scythe_pl|Faux de guerre 
itm_light_lance|Lance légère 
itm_light_lance_pl|Lances légères
itm_lance|Lance 
itm_lance_pl|Lances
itm_heavy_lance|Lance lourde 
itm_heavy_lance_pl|Lances lourdes
itm_great_lance|Grande lance
itm_great_lance_pl|Grandes lances
itm_pike|Pique 
itm_pike_pl|Piques
itm_ashwood_pike|Pique en bois de frêne 
itm_ashwood_pike_pl|Piques en bois de frêne 
itm_awlpike|Ahlspiess 
itm_awlpike_pl|Ahlspiess
itm_awlpike_long|Ahlspiess long
itm_awlpike_long_pl|Ahlspiess longs
itm_bec_de_corbin_a|Marteau de guerre
itm_bec_de_corbin_a_pl|Marteaux de guerre
itm_bardiche_1|Bardiche
itm_bardiche_1_pl|Bardiches
itm_bardiche_2|Bardiche
itm_bardiche_2_pl|Bardiches
itm_bardiche_3|Bardiche
itm_bardiche_3_pl|Bardiches
itm_bardiche_4|Bardiche
itm_bardiche_4_pl|Bardiches
itm_bardiche_5|Bardiche
itm_bardiche_5_pl|Bardiches
itm_halberd_1|Hallebarde
itm_halberd_1_pl|Hallebardes
itm_halberd_2|Hallebarde
itm_halberd_2_pl|Hallebardes
itm_halberd_3|Hallebarde
itm_halberd_3_pl|Hallebardes
itm_halberd_4|Hallebarde
itm_halberd_4_pl|Hallebardes
itm_halberd_5|Hallebarde
itm_halberd_5_pl|Hallebardes
itm_halberd_6|Hallebarde
itm_halberd_6_pl|Hallebardes
itm_halberd_7|Hallebarde
itm_halberd_7_pl|Hallebardes
itm_halberd_8|Hallebarde
itm_halberd_8_pl|Hallebardes
itm_poleaxe_1|Merlin
itm_poleaxe_1_pl|Merlins
itm_poleaxe_2|Merlin
itm_poleaxe_2_pl|Merlins
itm_awlpike_1|Poinçon brochet
itm_awlpike_1_pl|Poinçons brochet
itm_awlpike_2|Poinçon brochet
itm_awlpike_2_pl|Poinçons brochet
itm_awlpike_3|Poinçon brochet
itm_awlpike_3_pl|Poinçons brochet
itm_awlpike_4|Poinçon brochet
itm_awlpike_4_pl|Poinçons brochet
itm_awlpike_5|Poinçon brochet
itm_awlpike_5_pl|Poinçons brochet
itm_awlpike_6|Poinçon brochet
itm_awlpike_6_pl|Poinçons brochet
itm_partisan_1|Partisan
itm_partisan_1_pl|Partisans
itm_partisan_2|Partisan 
itm_partisan_2_pl|Partisans
itm_partisan_3|Partisan 
itm_partisan_3_pl|Partisans
itm_partisan_4|Partisan
itm_partisan_4_pl|Partisan
itm_ranseur_1|Ranseur
itm_ranseur_1_pl|Ranseurs
itm_ranseur_2|Ranseur
itm_ranseur_2_pl|Ranseurs
itm_spetum_1|Spetum
itm_spetum_1_pl|Spetums
itm_spetum_2|Spetum
itm_spetum_2_pl|Spetums
itm_spetum_3|Spetum
itm_spetum_3_pl|Spetums
itm_spetum_4|Spetum
itm_spetum_4_pl|Spetums
itm_fauchard_1|Fauchard
itm_fauchard_1_pl|Fauchards
itm_fauchard_2|Fauchard
itm_fauchard_2_pl|Fauchards
itm_lochaber_axe_1|Hache de Lochaber
itm_lochaber_axe_1_pl|Haches de Lochaber
itm_lochaber_axe_2|Hache de Lochaber
itm_lochaber_axe_2_pl|Haches de Lochaber
itm_lochaber_axe_3|Hache de Lochaber
itm_lochaber_axe_3_pl|Haches de Lochaber
itm_lochaber_axe_4|Hache de Lochaber
itm_lochaber_axe_4_pl|Haches de Lochaber
itm_shortened_lochaber_axe|Hache écourtée de Lochaber
itm_shortened_lochaber_axe_pl|Haches écourtées de Lochaber
itm_voulge_1|Voulge
itm_voulge_1_pl|Voulges
itm_voulge_2|Voulge
itm_voulge_2_pl|Voulges
itm_voulge_3|Voulge
itm_voulge_3_pl|Voulges
itm_voulge_4|Voulge
itm_voulge_4_pl|Voulges
itm_voulge_5|Voulge
itm_voulge_5_pl|Voulges
itm_voulge_6|Voulge
itm_voulge_6_pl|Voulge
itm_voulge_long|Longue Voulge
itm_voulge_long_pl|Longue Voulge
itm_voulge_long_blunt|Longue Voulge de Hobelar
itm_voulge_long_blunt_pl|Longue Voulge de Hobelar
itm_bec_de_corbin|Bec de Corbin
itm_bec_de_corbin_pl|Bec de Corbin
itm_fauchard_3|Fauchard
itm_fauchard_3_pl|Fauchard
itm_fauchard_4|Fauchard
itm_fauchard_4_pl|Fauchard
itm_glaive_fork|Glaive-Fourche
itm_glaive_fork_pl|Glaive-Fourches
itm_glaive_guisarme_1|Glaive-Guisarme
itm_glaive_guisarme_1_pl|Glaive-Guisarmes
itm_glaive_guisarme_2|Glaive-Guisarme
itm_glaive_guisarme_2_pl|Glaive-Guisarmes
itm_fauchard_fork_1|Glaive-Guisarme
itm_fauchard_fork_1_pl|Glaive-Guisarmes
itm_fauchard_fork_2|Glaive-Guisarme
itm_fauchard_fork_2_pl|Glaive-Guisarmes
itm_lucern_hammer|Lucerne Marteau
itm_lucern_hammer_pl|Lucerne Marteaus
itm_bill_1|Guisarme
itm_bill_1_pl|Guisarmes
itm_bill_2|Guisarme
itm_bill_2_pl|Guisarmes
itm_fork_1|Fourche
itm_fork_1_pl|Fourches
itm_fork_2|Fourche
itm_fork_2_pl|Fourches
itm_glaive_1|Glaive
itm_glaive_1_pl|Glaives
itm_glaive_2|Glaive
itm_glaive_2_pl|Glaives
itm_guisarme|Guisarme
itm_guisarme_pl|Guisarmes
itm_lance_1|Grande Lance en bois
itm_lance_1_pl|Grandes Lances en bois
itm_lance_2|Grande Lance
itm_lance_2_pl|Grandes Lances
itm_lance_3|Grande Lance
itm_lance_3_pl|Grandes Lances
itm_lance_4|Grande Lance en bois
itm_lance_4_pl|Grandes Lances en bois
itm_lance_5|Grande Lance en bois
itm_lance_5_pl|Grandes Lances en bois
itm_lance_6|Grande Lance
itm_lance_6_pl|Grandes Lances
itm_lance_f2|Grande Lance
itm_lance_f2_pl|Grandes Lances
itm_lance_f1|Grande Lance
itm_lance_f1_pl|Grandes Lances
itm_lance_f3|Grande Lance
itm_lance_f3_pl|Grandes Lances
itm_lance_e1|Grande Lance
itm_lance_e1_pl|Grandes Lances
itm_lance_e2|Grande Lance
itm_lance_e2_pl|Grandes Lances
itm_lance_e3|Grande Lance
itm_lance_e3_pl|Grandes Lances
itm_lance_banner_e1|Grande Lance en bois
itm_lance_banner_e1_pl|Grandes Lances en bois
itm_lance_banner_e2|Grande Lance en bois
itm_lance_banner_e2_pl|Grandes Lances en bois
itm_lance_banner_e3|Grande Lance en bois
itm_lance_banner_e3_pl|Grandes Lances en bois
itm_lance_banner_e4|Grande Lance en bois
itm_lance_banner_e4_pl|Grandes Lances en bois
itm_lance_banner_f1|Grande Lance en bois
itm_lance_banner_f1_pl|Grandes Lances en bois
itm_lance_banner_f2|Grande Lance en bois
itm_lance_banner_f2_pl|Grandes Lances en bois
itm_lance_banner_f3|Grande Lance en bois
itm_lance_banner_f3_pl|Grandes Lances en bois
itm_lance_banner_f4|Grande Lance en bois
itm_lance_banner_f4_pl|Grandes Lances en bois
itm_lance_banner_tut|Grande Lance en bois
itm_lance_banner_tut_pl|Grandes Lances en bois
itm_lance_white|Grande Lance en bois
itm_lance_white_pl|Grande Lance en bois
itm_lance_banner_jeanne|Baniere de jeanne d'arc
itm_lance_banner_jeanne_pl|Baniere de jeanne d'arc
itm_dagger_medievale|Dague
itm_dagger_medievale_pl|Dague
itm_battle_shieldedwardiii|Bouclier combat d'Henri V
itm_battle_shieldedwardiii_pl|Bouclier combat d'Henri V
itm_battle_shieldcharlesv|Bouclier de combat de Charles VI
itm_battle_shieldcharlesv_pl|Bouclier de combat de Charles VI
itm_woodenbuckler|Rondache d'archer en bois
itm_woodenbuckler_pl|Rondaches d'archer en bois
itm_wooden_buckler1|Rondache d'archer en bois
itm_wooden_buckler1_pl|Rondaches d'archer en bois
itm_metal_buckler|Rondache d'archer en metal
itm_metal_buckler_pl|Rondaches d'archer en metal
itm_kite_shielddiamonds|Bouclier Cerf français
itm_kite_shielddiamonds_pl|Boucliers Cerf français
itm_kite_shieldreddragon|Bouclier Cerf anglais
itm_kite_shieldreddragon_pl|Boucliers Cerf anglais
itm_war_shield3lys|Bouclier de guerre français
itm_war_shield3lys_pl|Boucliers de guerre français
itm_war_shieldeagle|Bouclier de guerre français
itm_war_shieldeagle_pl|Boucliers de guerre français
itm_war_shieldtrees|Bouclier de guerre anglais
itm_war_shieldtrees_pl|Boucliers de guerre anglais
itm_war_shieldwales|Bouclier de guerre Gallois
itm_war_shieldwales_pl|Boucliers de guerre Gallois
itm_battle_shieldbluecross|Bouclier de combat français
itm_battle_shieldbluecross_pl|Boucliers de combats français
itm_battle_shieldbluelysstripes|Bouclier de combat français
itm_battle_shieldbluelysstripes_pl|Boucliers de combats français
itm_heraldric_shieldblue3lys|Bouclier Heraldrique
itm_heraldric_shieldblue3lys_pl|Bouclier Heraldrique
itm_heraldric_shieldblueerminestripes|Bouclier Heraldrique français
itm_heraldric_shieldblueerminestripes_pl|Bouclier Heraldrique français
itm_heraldric_shieldred3lions|Bouclier Heraldrique anglais
itm_heraldric_shieldred3lions_pl|Bouclier Heraldrique anglais
itm_heraldric_shieldredstripes|Bouclier Heraldrique anglais
itm_heraldric_shieldredstripes_pl|Bouclier Heraldrique anglais
itm_heraldric_shieldredblack|Bouclier Heraldrique anglais
itm_heraldric_shieldredblack_pl|Bouclier Heraldrique anglais
itm_heraldric_shieldredlys|Bouclier Heraldrique anglais
itm_heraldric_shieldredlys_pl|Bouclier Heraldrique anglais
itm_heater_shieldblue|Écu français
itm_heater_shieldblue_pl|Écus français
itm_heater_shieldred|Écu anglais
itm_heater_shieldred_pl|Écus anglais
itm_steel_buckler1|Acier Rondache
itm_steel_buckler1_pl|Acier Rondaches
itm_steel_buckler2|Acier Rondache
itm_steel_buckler2_pl|Acier Rondaches
itm_wooden_shield|Bouclier en bois 
itm_wooden_shield_pl|Boucliers en bois 
itm_nordic_shield|Bouclier nordique 
itm_nordic_shield_pl|Boucliers nordiques
itm_steel_shield|Bouclier en acier
itm_steel_shield_pl|Boucliers en acier
itm_leather_covered_round_shield|Bouclier rond couvert de cuir 
itm_leather_covered_round_shield_pl|Boucliers ronds couverts de cuir 
itm_norman_shield_1|Grand écu
itm_norman_shield_1_pl|Grands écus
itm_norman_shield_2|Grand écu
itm_norman_shield_2_pl|Grands écus
itm_norman_shield_3|Grand écu
itm_norman_shield_3_pl|Grands écus
itm_norman_shield_4|Grand écu
itm_norman_shield_4_pl|Grands écus
itm_norman_shield_5|Grand écu 
itm_norman_shield_5_pl|Grands écus
itm_norman_shield_6|Grand écu
itm_norman_shield_6_pl|Grands écus
itm_norman_shield_7|Grand écu
itm_norman_shield_7_pl|Grands écus
itm_norman_shield_8|Grand écu
itm_norman_shield_8_pl|Grands écus
itm_tab_shield_round_a|Vieux bouclier rond
itm_tab_shield_round_a_pl|Vieux boucliers ronds
itm_tab_shield_round_b|Bouclier rond simple 
itm_tab_shield_round_b_pl|Boucliers ronds simples
itm_tab_shield_round_c|Bouclier rond  
itm_tab_shield_round_c_pl|Boucliers ronds
itm_tab_shield_round_d|Lourd bouclier rond 
itm_tab_shield_round_d_pl|Lourds boucliers ronds
itm_tab_shield_round_e|Bouclier rond d'huscarl 
itm_tab_shield_round_e_pl|Boucliers ronds d'huscarl
itm_tab_shield_kite_a|Grand écu ancien 
itm_tab_shield_kite_a_pl|Grands écus anciens
itm_tab_shield_kite_b|Grand écu simple
itm_tab_shield_kite_b_pl|Grands écus simples
itm_tab_shield_kite_c|Grand écu
itm_tab_shield_kite_c_pl|Grands écus
itm_tab_shield_kite_d|Grand écu lourd
itm_tab_shield_kite_d_pl|Grands écus lourds
itm_tab_shield_kite_cav_a|Grand écu de cavalier 
itm_tab_shield_kite_cav_a_pl|Grands écus de cavalier 
itm_tab_shield_kite_cav_b|Grand écu de chevalier 
itm_tab_shield_kite_cav_b_pl|Grands écus de chevalier 
itm_tab_shield_heater_a|Vieil écu 
itm_tab_shield_heater_a_pl|Vieux écus
itm_tab_shield_heater_b|Écu simple
itm_tab_shield_heater_b_pl|Écus simples
itm_tab_shield_heater_c|Écu
itm_tab_shield_heater_c_pl|Écus
itm_tab_shield_heater_d|Écu lourd
itm_tab_shield_heater_d_pl|Écus lourds
itm_tab_shield_heater_cav_a|Écu de cavalier 
itm_tab_shield_heater_cav_a_pl|Écus de cavalier 
itm_tab_shield_heater_cav_b|Écu de chevalier
itm_tab_shield_heater_cav_b_pl|Écus de chevalier
itm_tab_shield_pavise_a|Vieux bouclier en planches 
itm_tab_shield_pavise_a_pl|Vieux boucliers en planches 
itm_tab_shield_pavise_b|Bouclier en planches simple 
itm_tab_shield_pavise_b_pl|Boucliers en planches simples
itm_tab_shield_pavise_c|Bouclier en planches 
itm_tab_shield_pavise_c_pl|Boucliers en planches 
itm_tab_shield_pavise_d|Lourd bouclier en planches 
itm_tab_shield_pavise_d_pl|Lourds boucliers en planches 
itm_tab_shield_small_round_a|Bouclier de cavalerie simple
itm_tab_shield_small_round_a_pl|Boucliers de cavalerie simples
itm_tab_shield_small_round_b|Bouclier rond de cavalerie
itm_tab_shield_small_round_b_pl|Boucliers ronds de cavalerie
itm_tab_shield_small_round_c|Bouclier de cavalerie d'élite
itm_tab_shield_small_round_c_pl|Boucliers de cavalerie d'élite
itm_darts|Flèche
itm_darts_pl|Flèches
itm_war_darts|Flèche de guerre
itm_war_darts_pl|Flèches de guerre
itm_javelin_melee|Javelot
itm_javelin_melee_pl|Javelots
itm_throwing_spears|Lance de jet
itm_throwing_spears_pl|Lances de jet
itm_throwing_spear_melee|Lance de jet
itm_throwing_spear_melee_pl|Lances de jet
itm_jarid|Angon
itm_jarid_pl|Angons
itm_jarid_melee|Angon
itm_jarid_melee_pl|Angons
itm_stones|Pierres
itm_stones_pl|Pierres
itm_throwing_knives|Couteaux de jet 
itm_throwing_knives_pl|Couteaux de jet 
itm_throwing_daggers|Dagues de jet 
itm_throwing_daggers_pl|Dagues de jet 
itm_light_throwing_axes|Hache de jet légère
itm_light_throwing_axes_pl|Haches de jet légères
itm_light_throwing_axes_melee|Hache de jet légère
itm_light_throwing_axes_melee_pl|Haches de jet légères
itm_throwing_axes|Haches de jet 
